Indicators ,Description,,,,
C30BU,"CG: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , bought/written puts, more than 3 months and up to 1 year",,,,1
C30P,"CG: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , up to 1 month",,,,1
C30R,"CG: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , more than 1 and up to 3 months",,,,1
C30U,"CG: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , more than 3 months and up to 1 year",,,,1
C32A,"CG: In-the-money options, at current exchange rates, total",,,,1
C32AP,"CG: In-the-money options, at current exchange rates, up to 1 month",,,,1
C32AR,"CG: In-the-money options, at current exchange rates, more than 1 and up to 3 months",,,,1
C32AU,"CG: In-the-money options, at current exchange rates, more than 3 months and up to 1 year",,,,1
C32B,"CG: In-the-money options, plus 5% (depreciation of 5%), total",,,,1
C32BP,"CG: In-the-money options, plus 5% (depreciation of 5%), up to 1 month",,,,1
C32BR,"CG: In-the-money options, plus 5% (depreciation of 5%), more than 1 and up to 3 months",,,,1
C32BU,"CG: In-the-money options, plus 5% (depreciation of 5%), more than 3 months and up to 1 year",,,,1
C32C,"CG: In-the-money options, -5% (appreciation of 5%), total",,,,1
C32CP,"CG: In-the-money options, -5% (appreciation of 5%), up to 1 month",,,,1
C32CR,"CG: In-the-money options, -5% (appreciation of 5%), more than 1 and up to 3 months",,,,1
C32CU,"CG: In-the-money options, -5% (appreciation of 5%), more than 3 months and up to 1 year",,,,1
C32D,"CG: In-the-money options, plus 10% (depreciation of 10%), total",,,,1
C32DP,"CG: In-the-money options, plus 10% (depreciation of 10%), up to 1 month",,,,1
C32DR,"CG: In-the-money options, plus 10% (depreciation of 10%), more than 1 and up to 3 months",,,,1
C32DU,"CG: In-the-money options, plus 10% (depreciation of 10%), more than 3 months and up to 1 year",,,,1
C32E,"CG: In-the-money options, -10% (appreciation of 10%), total",,,,1
C32EP,"CG: In-the-money options, -10% (appreciation of 10%), up to 1 month",,,,1
C32ER,"CG: In-the-money options, -10% (appreciation of 10%), more than 1 and up to 3 months",,,,1
C32EU,"CG: In-the-money options, -10% (appreciation of 10%), more than 3 months and up to 1 year",,,,1
C32F,"CG: In-the-money options, other, total",,,,1
C32FP,"CG: In-the-money options, other, up to 1 month",,,,1
C32FR,"CG: In-the-money options, other, more than 1 and up to 3 months",,,,1
C32FU,"CG: In-the-money options, other, more than 3 months and up to 1 year",,,,1
C34,CG: Short-term domestic currency debt indexed to the exchange rate,,,,1
C36,"CG: Financial instruments denominated in foreign currency and settled by other means (e.g., in domestic currency)",,,,1
C36A,"CG: Financial instruments denominated in foreign currency and settled by other means (e.g., in domestic currency), nondeliverable forwards",,,,1
C36B,"CG: Financial instruments denominated in foreign currency and settled by other means (e.g., in domestic currency), other instruments",,,,1
C38,CG: Pledged assets,,,,1
C38A,"CG: Pledged assets, included in reserve assets",,,,1
C38B,"CG: Pledged assets, included in other foreign currency assets",,,,1
C40,CG: Securities lent and on repo,,,,1
C40A,"CG: Securities lent and on repo, lent or repoed and included in Section I",,,,1
C40B,"CG: Securities lent and on repo, lent or repoed but not included in Section I",,,,1
C40M,"CG: Securities lent and on repo, borrowed or acquired and included in Section I",,,,1
C40N,"CG: Securities lent and on repo, borrowed or acquired but not included in Section I",,,,1
C42,"CG: Financial derivative assets (net, marked to market)",,,,1
C42A,"CG: Financial derivative assets (net, marked to market), forwards",,,,1
C42B,"CG: Financial derivative assets (net, marked to market), futures",,,,1
C42C,"CG: Financial derivative assets (net, marked to market), swaps",,,,1
C42D,"CG: Financial derivative assets (net, marked to market), options",,,,1
C42E,"CG: Financial derivative assets (net, marked to market), other",,,,1
C44,"CG: Derivatives (forward, futures, or options contracts) that have a residual maturity greater than one year, which are subject to margin calls",,,,1
C44A,"CG: Derivatives (residual maturity greater than 1 year), which are subject to margin calls, aggreg. short and long positions in forwards and futures in foreign currencies vis-à-vis the domestic currency (incl. the forward leg of curr. swaps)",,,,1
C44B,"CG: Derivatives (forward, futures, or options contracts) that have a residual maturity greater than 1 year, which are subject to margin calls, aggreg. short and long positions of options in foreign currencies vis-à-vis the domestic currency",,,,1
C44C,"CG: Derivatives (residual maturity greater than one year), which are subject to margin calls., aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency, short positions, bought/written puts",,,,1
C44D,"CG: Derivatives (residual maturity greater than one year), which are subject to margin calls., aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency, short positions, bought/written calls",,,,1
C46,CG: Currency composition of reserves (by groups of currencies),,,,1
C46A,"CG: Currency composition of reserves (by groups of currencies), currencies in SDR basket",,,,1
C46B,"CG: Currency composition of reserves (by groups of currencies), currencies not in SDR basket",,,,1
D840,Reserves Assets foreign exchange GBP,,,,1
Z02,MA: Official reserve assets,,,,1
Z04,"MA: Official reserve assets, foreign currency reserves (in convertible foreign currencies, excluding financial derivatives)",,,,1
Z06,MA: Official Reserves Assets; Foreign exchange; Securities,,,,1
Z06A,"MA: Official reserve assets, foreign currency reserves (in convertible foreign currencies), securities, of which issuer headquartered in reporting country but located abroad",,,,1
Z08,"MA: Official reserve assets, foreign currency reserves (in convertible foreign currencies), total currency and deposits",,,,1
Z08A,"MA: Official reserve assets, foreign currency reserves (in convertible foreign currencies), total currency and deposits with other national central banks, BIS and IMF",,,,1
Z08C,"MA: Official reserve assets, foreign currency reserves (in convertible foreign currencies), total currency and deposits with banks headquartered in the reporting country",,,,1
Z08D,"MA: Official reserve assets, foreign currency reserves (in convertible foreign currencies), total currency and deposits with banks headquartered in the reporting country, of which located abroad",,,,1
Z08F,"MA: Official reserve assets, foreign currency reserves (in convertible foreign currencies), total currency and deposits with banks headquartered outside the reporting country",,,,1
Z08H,"MA: Official reserve assets, foreign currency reserves (in convertible foreign currencies), total currency and deposits with banks headquartered outside the reporting country, of which located in the reporting country",,,,1
Z10,"MA: Official reserve assets, IMF reserve position",,,,1
Z11,"MA: Official reserve assets, SDRs",,,,1
Z12,"MA: Official reserve assets, gold (including gold deposits and, if appropriate, gold swapped)",,,,1
Z12A,"MA: Official reserve assets, gold (including gold deposits and, if appropriate, gold swapped), volume in fine troy ounces",,,,1
Z14,"MA: Official reserve assets, other claims (including financial derivatives)",,,,1
Z14A,"MA: Official reserve assets, other claims, financial derivatives",,,,1
Z14B,"MA: Official reserve assets, other claims, loans to nonbank nonresidents",,,,1
Z14C,"MA: Official reserve assets, other claims, other",,,,1
Z16,MA: Other foreign currency assets,,,,1
Z16A,"MA: Other foreign currency assets, securities not included in official reserve assets",,,,1
Z16B,"MA: Other foreign currency assets, deposits not included in official reserve assets",,,,1
Z16C,"MA: Other foreign currency assets, loans not included in official reserve assets",,,,1
Z16D,"MA: Other foreign currency assets, financial derivatives not included in official reserve assets",,,,1
Z16E,"MA: Other foreign currency assets, gold not included in official reserve assets",,,,1
Z16F,"MA: Other foreign currency assets, other",,,,1
Z19,"MA: Foreign currency loans, securities, and deposits, total",,,,1
Z19A,"MA: Foreign currency loans, securities, and deposits, principal, total",,,,1
Z19AP,"MA: Foreign currency loans, securities, and deposits, principal, up to 1 month",,,,1
Z19AR,"MA: Foreign currency loans, securities, and deposits, principal, more than 1 and up to 3 months",,,,1
Z19AU,"MA: Foreign currency loans, securities, and deposits, principal, more than 3 months and up to 1 year",,,,1
Z19B,"MA: Foreign currency loans, securities, and deposits, interest, total",,,,1
Z19BP,"MA: Foreign currency loans, securities, and deposits, interest, up to 1 month",,,,1
Z19BR,"MA: Foreign currency loans, securities, and deposits, interest, more than 1 and up to 3 months",,,,1
Z19BU,"MA: Foreign currency loans, securities, and deposits, interest, more than 3 months and up to 1 year",,,,1
Z19P,"MA: Foreign currency loans, securities, and deposits, up to 1 month",,,,1
Z19R,"MA: Foreign currency loans, securities, and deposits, more than 1 and up to 3 months",,,,1
Z19U,"MA: Foreign currency loans, securities, and deposits, more than 3 months and up to 1 year",,,,1
Z20,"MA: Aggregate short and long positions in forwards and futures in foreign currencies vis-à-vis the domestic currency (including the forward leg of currency swaps), total",,,,1
Z20P,"MA: Aggregate short and long positions in forwards and futures in foreign currencies vis-à-vis the domestic currency (including the forward leg of currency swaps), up to 1 month",,,,1
Z20R,"MA: Aggregate short and long positions in forwards and futures in foreign currencies vis-à-vis the domestic currency (including the forward leg of currency swaps), more than 1 and up to 3 months",,,,1
Z20U,"MA: Aggregate short and long positions in forwards and futures in foreign currencies vis-à-vis the domestic currency (including the forward leg of currency swaps), more than 3 months and up to 1 year",,,,1
Z21,"MA: Other, total",,,,1
Z21A,"MA: Other, outflows related to repos/reverse repos, total",,,,1
Z21AP,"MA: Other, outflows related to repos/reverse repos, up to 1 month",,,,1
Z21AR,"MA: Other, outflows related to repos/reverse repos, more than 1 and up to 3 months",,,,1
Z21AU,"MA: Other, outflows related to repos/reverse repos, more than 3 months and up to 1 year",,,,1
Z21B,"MA: Other, trade credit, total",,,,1
Z21BP,"MA: Other, trade credit, up to 1 month",,,,1
Z21BR,"MA: Other, trade credit, more than 1 and up to 3 months",,,,1
Z21BU,"MA: Other, trade credit, more than 3 months and up to 1 year",,,,1
Z21C,"MA: Other, other accounts payable, total",,,,1
Z21CP,"MA: Other, other accounts payable, up to 1 month",,,,1
Z21CR,"MA: Other, other accounts payable, more than 1 and up to 3 months",,,,1
Z21CU,"MA: Other, other accounts payable, more than 3 months and up to 1 year",,,,1
Z21P,"MA: Other, up to 1 month",,,,1
Z21R,"MA: Other, more than 1 and up to 3 months",,,,1
Z21U,"MA: Other, more than 3 months and up to 1 year",,,,1
Z24,"MA: Contingent liabilities in foreign currency, total",,,,1
Z24A,"MA: Contingent liabilities in foreign currency, collateral guarantees on debt falling due within 1 year, total",,,,1
Z24AP,"MA: Contingent liabilities in foreign currency, collateral guarantees on debt falling due within 1 year, up to 1 month",,,,1
Z24AR,"MA: Contingent liabilities in foreign currency, collateral guarantees on debt falling due within 1 year, more than 1 and up to 3 months",,,,1
Z24AU,"MA: Contingent liabilities in foreign currency, collateral guarantees on debt falling due within 1 year, more than 3 months and up to 1 year",,,,1
Z24B,"MA: Contingent liabilities in foreign currency, other contingent liabilities, total",,,,1
Z24BP,"MA: Contingent liabilities in foreign currency, other contingent liabilities, up to 1 month",,,,1
Z24BR,"MA: Contingent liabilities in foreign currency, other contingent liabilities, more than 1 and up to 3 months",,,,1
Z24BU,"MA: Contingent liabilities in foreign currency, other contingent liabilities, more than 3 months and up to 1 year",,,,1
Z24P,"MA: Contingent liabilities in foreign currency, up to 1 month",,,,1
Z24R,"MA: Contingent liabilities in foreign currency, more than 1 and up to 3 months",,,,1
Z24U,"MA: Contingent liabilities in foreign currency, more than 3 months and up to 1 year",,,,1
Z26,"MA: Foreign currency securities issued with embedded options (puttable bonds), total",,,,1
Z28,"MA: Undrawn, unconditional credit lines, total",,,,1
Z28A,"MA: Undrawn, unconditional credit lines provided by other national monetary authorities, BIS, IMF, and other international organizations, total",,,,1
Z28AP,"MA: Undrawn, unconditional credit lines provided by other national monetary authorities, BIS, IMF, and other international organizations, up to 1 month",,,,1
Z28AR,"MA: Undrawn, unconditional credit lines provided by other national monetary authorities, BIS, IMF, and other international organizations, more than 1 and up to 3 months",,,,1
Z28AU,"MA: Undrawn, unconditional credit lines provided by other national monetary authorities, BIS, IMF, and other international organizations, more than 3 months and up to 1 year",,,,1
Z28B,"MA: Undrawn, unconditional credit lines provided by other national monetary authorities (pos), total",,,,1
Z28BP,"MA: Undrawn, unconditional credit lines provided by other national monetary authorities (pos), up to 1 month",,,,1
Z28BR,"MA: Undrawn, unconditional credit lines provided by other national monetary authorities (pos), more than 1 and up to 3 months",,,,1
Z28BU,"MA: Undrawn, unconditional credit lines provided by other national monetary authorities (pos), more than 3 months and up to 1 year",,,,1
Z28C,"MA: Undrawn, unconditional credit lines provided by BIS (pos), total",,,,1
Z28CP,"MA: Undrawn, unconditional credit lines provided by BIS (pos), up to 1 month",,,,1
Z28CR,"MA: Undrawn, unconditional credit lines provided by BIS (pos), more than 1 and up to 3 months",,,,1
Z28CU,"MA: Undrawn, unconditional credit lines provided by BIS (pos), more than 3 months and up to 1 year",,,,1
Z28D,"MA: Undrawn, unconditional credit lines provided by IMF (pos), total",,,,1
Z28DP,"MA: Undrawn, unconditional credit lines provided by IMF (pos), up to 1 month",,,,1
Z28DR,"MA: Undrawn, unconditional credit lines provided by IMF (pos), more than 1 and up to 3 months",,,,1
Z28DU,"MA: Undrawn, unconditional credit lines provided by IMF (pos), more than 3 months and up to 1 year",,,,1
Z28F,"MA: Undrawn, unconditional credit lines, with banks and other financial institutions headquartered in the reporting country (pos), total",,,,1
Z28FP,"MA: Undrawn, unconditional credit lines, with banks and other financial institutions headquartered in the reporting country (pos), up to 1 month",,,,1
Z28FR,"MA: Undrawn, unconditional credit lines, with banks and other financial institutions headquartered in the reporting country (pos), more than 1 and up to 3 months",,,,1
Z28FU,"MA: Undrawn, unconditional credit lines, with banks and other financial institutions headquartered in the reporting country (pos), more than 3 months and up to 1 year",,,,1
Z28G,"MA: Undrawn, unconditional credit lines, with banks and other financial institutions headquartered outside the reporting country (pos), total",,,,1
Z28GP,"MA: Undrawn, unconditional credit lines, with banks and other financial institutions headquartered outside the reporting country (pos), up to 1 month",,,,1
Z28GR,"MA: Undrawn, unconditional credit lines, with banks and other financial institutions headquartered outside the reporting country (pos), more than 1 and up to 3 months",,,,1
Z28GU,"MA: Undrawn, unconditional credit lines, with banks and other financial institutions headquartered outside the reporting country (pos), more than 3 months and up to 1 year",,,,1
Z28P,"MA: Undrawn, unconditional credit lines, up to 1 month",,,,1
Z28R,"MA: Undrawn, unconditional credit lines, more than 1 and up to 3 months",,,,1
Z28U,"MA: Undrawn, unconditional credit lines, more than 3 months and up to 1 year",,,,1
Z30,"MA: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , total",,,,1
Z30A,"MA: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , bought/written calls, total",,,,1
Z30AP,"MA: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , bought/written calls, up to 1 month",,,,1
Z30AR,"MA: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , bought/written calls, more than 1 and up to 3 months",,,,1
Z30AU,"MA: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , bought/written calls, more than 3 months and up to 1 year",,,,1
Z30B,"MA: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , short positions, bought puts, total",,,,1
Z30BP,"MA: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , bought/written puts, up to 1 month",,,,1
Z30BR,"MA: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , bought/written puts, more than 1 and up to 3 months",,,,1
Z30BU,"MA: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , bought/written puts, more than 3 months and up to 1 year",,,,1
Z30P,"MA: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , up to 1 month",,,,1
Z30R,"MA: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , more than 1 and up to 3 months",,,,1
Z30U,"MA: Aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency , more than 3 months and up to 1 year",,,,1
Z32A,"MA: In-the-money options, at current exchange rates, total",,,,1
Z32AP,"MA: In-the-money options, at current exchange rates, up to 1 month",,,,1
Z32AR,"MA: In-the-money options, at current exchange rates, more than 1 and up to 3 months",,,,1
Z32AU,"MA: In-the-money options, at current exchange rates, more than 3 months and up to 1 year",,,,1
Z32B,"MA: In-the-money options, plus 5% (depreciation of 5%), total",,,,1
Z32BP,"MA: In-the-money options, plus 5% (depreciation of 5%), up to 1 month",,,,1
Z32BR,"MA: In-the-money options, plus 5% (depreciation of 5%), more than 1 and up to 3 months",,,,1
Z32BU,"MA: In-the-money options, plus 5% (depreciation of 5%), more than 3 months and up to 1 year",,,,1
Z32C,"MA: In-the-money options, -5% (appreciation of 5%), total",,,,1
Z32CP,"MA: In-the-money options, -5% (appreciation of 5%), up to 1 month",,,,1
Z32CR,"MA: In-the-money options, -5% (appreciation of 5%), more than 1 and up to 3 months",,,,1
Z32CU,"MA: In-the-money options, -5% (appreciation of 5%), more than 3 months and up to 1 year",,,,1
Z32D,"MA: In-the-money options, plus 10% (depreciation of 10%), total",,,,1
Z32DP,"MA: In-the-money options, plus 10% (depreciation of 10%), up to 1 month",,,,1
Z32DR,"MA: In-the-money options, plus 10% (depreciation of 10%), more than 1 and up to 3 months",,,,1
Z32DU,"MA: In-the-money options, plus 10% (depreciation of 10%), more than 3 months and up to 1 year",,,,1
Z32E,"MA: In-the-money options, -10% (appreciation of 10%), total",,,,1
Z32EP,"MA: In-the-money options, -10% (appreciation of 10%), up to 1 month",,,,1
Z32ER,"MA: In-the-money options, -10% (appreciation of 10%), more than 1 and up to 3 months",,,,1
Z32EU,"MA: In-the-money options, -10% (appreciation of 10%), more than 3 months and up to 1 year",,,,1
Z32F,"MA: In-the-money options, other, total",,,,1
Z32FP,"MA: In-the-money options, other, up to 1 month",,,,1
Z32FR,"MA: In-the-money options, other, more than 1 and up to 3 months",,,,1
Z32FU,"MA: In-the-money options, other, more than 3 months and up to 1 year",,,,1
Z34,MA: Short-term domestic currency debt indexed to the exchange rate,,,,1
Z36,"MA: Financial instruments denominated in foreign currency and settled by other means (e.g., in domestic currency)",,,,1
Z36A,"MA: Financial instruments denominated in foreign currency and settled by other means (e.g., in domestic currency), nondeliverable forwards",,,,1
Z36B,"MA: Financial instruments denominated in foreign currency and settled by other means (e.g., in domestic currency), other instruments",,,,1
Z38,MA: Pledged assets,,,,1
Z38A,"MA: Pledged assets, included in reserve assets",,,,1
Z38B,"MA: Pledged assets, included in other foreign currency assets",,,,1
Z40,MA: Securities lent and on repo,,,,1
Z40A,"MA: Securities lent and on repo, lent or repoed and included in Section I",,,,1
Z40B,"MA: Securities lent and on repo, lent or repoed but not included in Section I",,,,1
Z40M,"MA: Securities lent and on repo, borrowed or acquired and included in Section I",,,,1
Z40N,"MA: Securities lent and on repo, borrowed or acquired but not included in Section I",,,,1
Z42,"MA: Financial derivative assets (net, marked to market)",,,,1
Z42A,"MA: Financial derivative assets (net, marked to market), forwards",,,,1
Z42B,"MA: Financial derivative assets (net, marked to market), futures",,,,1
Z42C,"MA: Financial derivative assets (net, marked to market), swaps",,,,1
Z42D,"MA: Financial derivative assets (net, marked to market), options",,,,1
Z42E,"MA: Financial derivative assets (net, marked to market), other",,,,1
Z44,"MA: Derivatives (forward, futures, or options contracts) that have a residual maturity greater than one year, which are subject to margin calls",,,,1
Z44A,"MA: Derivatives (residual maturity greater than 1 year), which are subject to margin calls, aggreg. short and long positions in forwards and futures in foreign currencies vis-à-vis the domestic currency (incl. the forward leg of curr. swaps)",,,,1
Z44B,"MA: Derivatives (forward, futures, or options contracts) that have a residual maturity greater than 1 year, which are subject to margin calls, aggreg. short and long positions of options in foreign currencies vis-à-vis the domestic currency",,,,1
Z44C,"MA: Derivatives (residual maturity greater than one year), which are subject to margin calls., aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency, short positions, bought/written puts",,,,1
Z44D,"MA: Derivatives (residual maturity greater than one year), which are subject to margin calls., aggregate short and long positions of options in foreign currencies vis-à-vis the domestic currency, short positions, bought/written calls",,,,1
Z46,MA: Currency composition of reserves (by groups of currencies),,,,1
Z46A,"MA: Currency composition of reserves (by groups of currencies), currencies in SDR basket",,,,1
Z46B,"MA: Currency composition of reserves (by groups of currencies), currencies not in SDR basket",,,,1
